,movie,chapter,character,dialog,movie_number
3607,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,Right.,5
3608,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Ron Weasley,He thought you would be safest there.,5
3609,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Hermione Granger,He was so angry when he heard. It was...scary...,5
3610,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,"So, why's he keeping me in the dark?",5
3611,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,Didn't you bother asking?,5
3612,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Ron Weasley,"We've only seen him twice, and not for very long. He's really busy.",5
3613,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,So I get to spend the summer with the Dursleys while you two are here.,5
3614,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Ron Weasley,"It's not that fun, mate. Mum won't let us anywhere near the meetings.",5
3615,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,You've still been here!,5
3616,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,What's been going on?,5
3617,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Ron Weasley,"We've already told you, we're not privyed to the meetings. But we do know a few things.",5
3618,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Hermione Granger,"Some of the Order are following known Death Eaters, like Lucious Malfoy.",5
3619,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,What's this Order everyone's talking about?,5
3620,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Hermione Granger,The Order of the Phoenix. Dumbledore started it last time to fight You-Know-Who. He only reorganized it after last term.,5
3621,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Molly Weasley,"You can come down now, the meeting's over.",5
3622,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Molly Weasley,Arthur-,5
3623,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,"Well, the Ministry is furious with you.",5
3624,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,Why?,5
3625,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,You'll have to go to an disciplinary meeting tomorrow.,5
3626,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,Okay.,5
3627,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,I'm not really hungry. I think I'll go to bed.,5
3628,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,"You surprise me, Harry. I figured the first thing you'd do is start asking about Voldemort.",5
3629,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,"I wanted to, but I didn't think you'd tell me anything.",5
3630,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Molly Weasley,"And that was quite right, Harry! You're much to young--",5
3631,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,"He has a right to know, Molly.",5
3632,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Molly Weasley,It's not your decision!,5
3633,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,"I know what Dumbledore said, but he needs to know something.",5
3634,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,"He's not a child, Molly.",5
3635,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Molly Weasley,He's not an adult either!,5
3636,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Molly Weasley,I only have Harry's best interests at heart.,5
3637,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,He's not your son.,5
3638,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Molly Weasley,"Who else does he have, then?",5
3639,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,He's got me. He's like a son to me.,5
3640,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,"What do you want to know, Harry?",5
3641,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,Where's Voldemort? What's he doing?,5
3642,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,"He's hiding for the moment, because the Ministry is ignoring his return and he doesn't want that to change.",5
3643,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,How?,5
3644,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,The last person You-Know-Who wanted to alert was Dumbledore.,5
3645,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,And what's his plan?,5
3646,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,"He's building up his army again, just like before.",5
3647,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,And you're stopping him from gaining followers?,5
3648,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Remus Lupin,"We're doing our best, but it's proving to be...difficult.",5
3649,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,"You see, when the Ministry of Magic insists that Voldemort isn't back.",5
3650,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,But...why?,5
3651,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Remus Lupin,"Fudge likes being Minister of Magic. If it turns out that Voldemort came back under his watch, he'll be sacked.",5
3652,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,"But you're telling people, right?",5
3653,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,"Well, they think I'm a mass- murderer, Lupin is a werewolf, Tonks and Arthur would lose their jobs at the Ministry...",5
3654,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Remus Lupin,But Dumbledore is doing all he can.,5
3655,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Arthur Weasley,"If he keeps it up, he might end up in Azkaban. And that would give You- Know-Who a clear field to--",5
3656,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,What?,5
3657,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Sirius Black,You-Know-Who wants something. Something he didn't have last time. A weapon.,5
3658,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,What kind of weapon?,5
3659,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Remus Lupin,"I'm sorry, Harry, we can't say anything more.",5
3660,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Molly Weasley,"Morning, dear! Did you have a good sleep?",5
3661,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,"No, my scar kept hurting.",5
3662,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,Yeah...nerves...,5
3663,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Molly Weasley,"Good luck, Harry!",5
3664,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Hermione Granger,"They'll have to let you off, Harry... You were defending",5
3665,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Harry Potter,"Thanks, Hermione.",5
3666,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Ron Weasley,What does he get a hug for?,5
3667,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Ron Weasley,"Oh, sure, that's why.",5
3668,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Ron Weasley,"Me? Jealous? Of course not, it just doesn't seem fair that you hug one friend more than the other, is all...",5
3669,Harry Potter and the Order of the Phoenix,The Order of the Phoenix,Hermione Granger,Would you like a hug?,5
3670,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,"Well, come on, Harry. Time to go.",5
3671,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Harry Potter,Bye.,5
3672,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,"Good, good, not very many Muggles.",5
3673,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,"Well, come on Harry, in we go.",5
3674,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,"I do love using the Fellytone! Now, let's see, what's the number again...",5
3675,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Witch,Welcome to the Ministry of Magic. Please state your business.,5
3676,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,"Harry Potter, disciplinary hearing.",5
3677,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Witch,Pleas stand by.,5
3678,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,"Keep close, Harry!",5
3679,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,"Ah, Perkins, good morn-",5
3680,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Perkins,"Arthur, they've changed the time of Potter's hearing.",5
3681,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,Blast! Dumbledore thought they might try that.,5
3682,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Perkins,It started at eight!,5
3683,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,"Good lord, that was five minutes ago! Come on, Harry!",5
3684,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Witch,Department of Mysteries.,5
3685,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Harry Potter,Department of Mysteries?,5
3686,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,"Yep, I've got no idea what they get up to in here, it's top secret.",5
3687,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,"Come on, Harry!",5
3688,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Harry Potter,I've been there before...,5
3689,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,"Now, Harry, I find that highly unlikely...",5
3690,Harry Potter and the Order of the Phoenix,The Ministry of Magic,Arthur Weasley,"There you are, Harry, in you go...good luck...",5
3691,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,You're late.,5
3692,Harry Potter and the Order of the Phoenix,The Hearing,Harry Potter,Er...sorry.,5
3693,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,"No matter, the accused will take his seat.",5
3694,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,"Very well, we are ready to begin.",5
3695,Harry Potter and the Order of the Phoenix,The Hearing,Albus Dumbledore,"Witness for the Defence, Albus Percival Wulfric Brian Dumbledore.",5
3696,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,"Ah...you...er...got our message that the time had changed, did you?",5
3697,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,Well. The...ah...charges.,5
3698,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,"The charges against the accused shall now be read into the record: That the accused did with deliberation and fore-knowledge of the illegality of his actions, produce a patronus charm in full sight of a Muggle.",5
3699,Harry Potter and the Order of the Phoenix,The Hearing,Harry Potter,Yes.,5
3700,Harry Potter and the Order of the Phoenix,The Hearing,Harry Potter,"Yes, but-",5
3701,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,Within full sight of a Muggle?,5
3702,Harry Potter and the Order of the Phoenix,The Hearing,Harry Potter,"Yes, but-",5
3703,Harry Potter and the Order of the Phoenix,The Hearing,Susan Bones,"You produced a Patronus? A fully- formed Patronus, with a clearly- defined shape?",5
3704,Harry Potter and the Order of the Phoenix,The Hearing,Harry Potter,Yes.,5
3705,Harry Potter and the Order of the Phoenix,The Hearing,Susan Bones,"That is most remarkable, Mr. Potter.",5
3706,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,It doesn't matter how impressive it was!,5
3707,Harry Potter and the Order of the Phoenix,The Hearing,Harry Potter,But I did it because of the Dementors!,5
3708,Harry Potter and the Order of the Phoenix,The Hearing,Susan Bones,What do you mean?,5
3709,Harry Potter and the Order of the Phoenix,The Hearing,Harry Potter,"My cousin and I were attacked by Dementors. That's why I had to use the Patronus, to drive them away.",5
3710,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,"Ah, yes, yes, another cock-and-bull story.",5
3711,Harry Potter and the Order of the Phoenix,The Hearing,Susan Bones,Dementors in Little Whinging?,5
3712,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,"Oh, come now, Susan. He's clearly lying.",5
3713,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,We haven't got time to-,5
3714,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,"Very well. Weasley, fetch the witness.",5
3715,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,Full name?,5
3716,Harry Potter and the Order of the Phoenix,The Hearing,Arabella Figg,"Arabella Doreen Figg, resident of Little Whinging.",5
3717,Harry Potter and the Order of the Phoenix,The Hearing,Cornelius Fudge,So...what is your story?,5
3718,Harry Potter and the Order of the Phoenix,The Hearing,Arabella Figg,I was sitting on my porch when I saw the two Dementors gliding towards the two boys.,5
3719,Harry Potter and the Order of the Phoenix,The Hearing,Susan Bones,What did the Dementors look like?,5
3720,Harry Potter and the Order of the Phoenix,The Hearing,Arabella Figg,"Well, they were big and wore great, tattered cloaks.",5
3721,Harry Potter and the Order of the Phoenix,The Hearing,Susan Bones,Anything else?,5
3722,Harry Potter and the Order of the Phoenix,The Hearing,Arabella Figg,I-I felt them. It was horrible...like I would never be happy again.,5
